"Goal","Target","Indicator Ref","IndicatorId","Indicator Description","Series Code","Series Type","Series Description","Parent Country or Area Code","Country or Area Code","Country or Area Name","LDC","LLDC","SIDS","Frequency","Source type","Age group","Location","Sex","Value type","Unit","Unit multiplier","1987","FN","1988","FN","1989","FN","1990","FN","1991","FN","1992","FN","1993","FN","1994","FN","1995","FN","1996","FN","1997","FN","1998","FN","1999","FN","2000","FN","2001","FN","2002","FN","2003","FN","2004","FN","2005","FN","2006","FN","2007","FN","2008","FN","2009","FN","2010","FN","2011","FN","2012","FN","2013","FN","2014","FN","2015","FN","2016","FN"
"3","3.1","3.1.1","C030101","Maternal mortality ratio","SH_STA_MORT","SD","Maternal mortality ratio","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Lower bound","Per 100,000 live births","Units","","","","","","","80.00","E, 1, 87","77.00","E, 2, 87","73.00","E, 3, 87","69.00","E, 4, 87","66.00","E, 5, 87","62.00","E, 6, 87","59.00","E, 7, 87","56.00","E, 8, 87","55.00","E, 9, 87","53.00","E, 10, 87","52.00","E, 11, 87","50.00","E, 12, 87","49.00","E, 13, 87","47.00","E, 14, 87","45.00","E, 15, 87","43.00","E, 16, 87","41.00","E, 17, 87","38.00","E, 18, 87","36.00","E, 19, 87","33.00","E, 20, 87","31.00","E, 21, 87","28.00","E, 22, 87","26.00","E, 23, 87","24.00","E, 24, 87","23.00","E, 25, 87","22.00","E, 26, 87","",""
"3","3.1","3.1.1","C030101","Maternal mortality ratio","SH_STA_MORT","SD","Maternal mortality ratio","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Upper bound","Per 100,000 live births","Units","","","","","","","117.00","E, 1, 87","110.00","E, 2, 87","103.00","E, 3, 87","96.00","E, 4, 87","90.00","E, 5, 87","84.00","E, 6, 87","78.00","E, 7, 87","74.00","E, 8, 87","70.00","E, 9, 87","68.00","E, 10, 87","65.00","E, 11, 87","63.00","E, 12, 87","61.00","E, 13, 87","59.00","E, 14, 87","56.00","E, 15, 87","53.00","E, 16, 87","51.00","E, 17, 87","48.00","E, 18, 87","45.00","E, 19, 87","42.00","E, 20, 87","40.00","E, 21, 87","37.00","E, 22, 87","35.00","E, 23, 87","34.00","E, 24, 87","33.00","E, 25, 87","32.00","E, 26, 87","",""
"3","3.1","3.1.2","C030102","Proportion of births attended by skilled health personnel","SH_STA_BRTC","SD","Proportion of births attended by skilled health personnel","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","94.00","C, 1, 89","93.70","C, 2, 89","84.10","C, 3, 89","83.60","C, 4, 89","90.40","C, 5, 90","89.30","C, 6, 90","93.10","C, 7, 90","93.80","C, 8, 90","","","96.80","C, 10, 89","96.60","C, 11, 89","97.30","C, 12, 89","96.70","C, 13, 89","95.90","C, 14, 89","97.30","C, 15, 89","97.50","C, 16, 89","97.80","C, 17, 89","98.40","C, 18, 89","99.10","C, 19, 89","99.30","C, 20, 89","99.60","C, 21, 89","99.70","C, 22, 89","99.80","C, 23, 89","99.90","C, 24, 91","99.90","C, 25, 92","","","",""
"3","3.2","3.2.1","C030201","Under-five mortality rate","SH_DYN_IMRT","+","Infant mortality rate","M49_ASI_EA","CHN","China","","","","Annual","Not available","under 1 year old","Total (national level)","Both sexes or no breakdown by sex","","Per 1,000 live births","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","30.20","11, 93","28.30","12, 93","26.20","13, 93","24.20","14, 93","22.20","15, 93","20.30","16, 93","18.70","17, 93","17.20","18, 93","15.80","19, 93","14.60","20, 93","13.50","21, 93","12.50","22, 93","11.50","23, 93","10.60","24, 93","9.80","25, 93","9.20","26, 93","",""
"3","3.2","3.2.1","C030201","Under-five mortality rate","SH_DYN_IMRTN","+","Number of infant deaths","M49_ASI_EA","CHN","China","","","","Annual","Not available","under 1 year old","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","472,967.00","11, 93","457,841.00","12, 93","435,516.00","13, 93","410,531.00","14, 93","381,407.00","15, 93","350,485.00","16, 93","320,578.00","17, 93","289,733.00","18, 93","260,204.00","19, 93","235,968.00","20, 93","216,375.00","21, 93","201,706.00","22, 93","188,741.00","23, 93","177,504.00","24, 93","166,402.00","25, 93","156,450.00","26, 93","",""
"3","3.2","3.2.1","C030201","Under-five mortality rate","SH_DYN_MORT","SD","Under-five mortality rate","M49_ASI_EA","CHN","China","","","","Annual","Not available","under 5 years old","Total (national level)","Both sexes or no breakdown by sex","","Per 1,000 live births","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","36.90","11, 93","34.30","12, 93","31.60","13, 93","28.90","14, 93","26.30","15, 93","24.00","16, 93","21.90","17, 93","20.10","18, 93","18.50","19, 93","17.00","20, 93","15.70","21, 93","14.50","22, 93","13.40","23, 93","12.30","24, 93","11.40","25, 93","10.70","26, 93","",""
"3","3.2","3.2.1","C030201","Under-five mortality rate","SH_DYN_MORTN","+","Number of under-five deaths","M49_ASI_EA","CHN","China","","","","Annual","Not available","under 5 years old","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","585,027.00","11, 93","554,286.00","12, 93","519,912.00","13, 93","482,382.00","14, 93","443,233.00","15, 93","406,101.00","16, 93","370,640.00","17, 93","335,768.00","18, 93","303,084.00","19, 93","274,052.00","20, 93","251,554.00","21, 93","233,813.00","22, 93","219,549.00","23, 93","205,470.00","24, 93","193,048.00","25, 93","181,574.00","26, 93","",""
"3","3.2","3.2.2","C030202","Neonatal mortality rate","SH_DYN_NMRT","SD","Neonatal mortality rate","M49_ASI_EA","CHN","China","","","","Annual","Not available","under 1 month old","Total (national level)","Both sexes or no breakdown by sex","","Per 1,000 live births","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","21.20","11, 93","20.10","12, 93","18.60","13, 93","17.10","14, 93","15.50","15, 93","14.00","16, 93","12.60","17, 93","11.30","18, 93","10.10","19, 93","9.10","20, 93","8.20","21, 93","7.50","22, 93","6.90","23, 93","6.30","24, 93","5.90","25, 93","5.50","26, 93","",""
"3","3.2","3.2.2","C030202","Neonatal mortality rate","SH_DYN_NMRTN","+","Number of neonatal deaths","M49_ASI_EA","CHN","China","","","","Annual","Not available","under 1 month old","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","331,419.00","11, 93","324,671.00","12, 93","308,734.00","13, 93","289,686.00","14, 93","265,937.00","15, 93","241,394.00","16, 93","215,710.00","17, 93","190,082.00","18, 93","166,097.00","19, 93","146,867.00","20, 93","131,241.00","21, 93","120,859.00","22, 93","113,103.00","23, 93","105,373.00","24, 93","100,075.00","25, 93","93,435.00","26, 93","",""
"3","3.3","3.3.2","C030302","Tuberculosis incidence per 100,000 population","SH_TBS_INCD","SD","Tuberculosis incidence per 100,000 population","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","109.00","E, 11, 94, 211","105.00","E, 12, 94, 211","102.00","E, 13, 94, 211","98.00","E, 14, 94, 211","95.00","E, 15, 94, 211","92.00","E, 16, 94, 211","89.00","E, 17, 94, 211","86.00","E, 18, 94, 211","85.00","E, 19, 94, 211","83.00","E, 20, 94, 211","78.00","E, 21, 94, 211","77.00","E, 22, 94, 211","76.00","E, 23, 94, 211","72.00","E, 24, 94, 211","69.00","E, 25, 94, 211","67.00","E, 26, 94, 211","",""
"3","3.3","3.3.2","C030302","Tuberculosis incidence per 100,000 population","SH_TBS_INCD","SD","Tuberculosis incidence per 100,000 population","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Lower bound","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","82.00","E, 11, 94, 211","80.00","E, 12, 94, 211","78.00","E, 13, 94, 211","77.00","E, 14, 94, 211","76.00","E, 15, 94, 211","74.00","E, 16, 94, 211","73.00","E, 17, 94, 211","72.00","E, 18, 94, 211","73.00","E, 19, 94, 211","71.00","E, 20, 94, 211","67.00","E, 21, 94, 211","66.00","E, 22, 94, 211","65.00","E, 23, 94, 211","61.00","E, 24, 94, 211","59.00","E, 25, 94, 211","57.00","E, 26, 94, 211","",""
"3","3.3","3.3.2","C030302","Tuberculosis incidence per 100,000 population","SH_TBS_INCD","SD","Tuberculosis incidence per 100,000 population","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Upper bound","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","140.00","E, 11, 94, 211","134.00","E, 12, 94, 211","128.00","E, 13, 94, 211","122.00","E, 14, 94, 211","117.00","E, 15, 94, 211","111.00","E, 16, 94, 211","106.00","E, 17, 94, 211","101.00","E, 18, 94, 211","97.00","E, 19, 94, 211","96.00","E, 20, 94, 211","90.00","E, 21, 94, 211","88.00","E, 22, 94, 211","87.00","E, 23, 94, 211","82.00","E, 24, 94, 211","79.00","E, 25, 94, 211","77.00","E, 26, 94, 211","",""
"3","3.3","3.3.3","C030303","Malaria incidence per 1,000 population","SH_STA_MALR","SD","Malaria incidence per 1,000 population","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per 1,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.11","E, 11, 95","","","","","","","","","0.08","E, 16, 95","","","","","","","","","0.02","E, 21, 95","","","","","","","","","0.00","E, 26, 95","",""
"3","3.3","3.3.5","C030305","Number of people requiring interventions against neglected tropical diseases","SH_TRP_INTVN","SD","Number of people requiring interventions against neglected tropical diseases","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52,000,000.00","CA, 21, 96, 212","25,548,140.00","CA, 22, 96, 212","25,663,107.00","CA, 23, 96, 212","25,822,219.00","CA, 24, 96, 212","25,974,569.00","CA, 25, 96, 212","26,100,630.00","CA, 26, 96, 212","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_CANCER","+","Number of deaths attributed to cancer","M49_ASI_EA","CHN","China","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Both sexes or no breakdown by sex","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","977.74","CA, 11, 97","","","","","","","","","1,074.84","CA, 16, 97","","","","","","","","","1,067.25","CA, 21, 97","","","","","","","","","1,124.24","CA, 26, 97","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_CANCER","+","Number of deaths attributed to cancer","M49_ASI_EA","CHN","China","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Female","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","345.68","CA, 11, 97","","","","","","","","","374.43","CA, 16, 97","","","","","","","","","355.04","CA, 21, 97","","","","","","","","","357.26","CA, 26, 97","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_CANCER","+","Number of deaths attributed to cancer","M49_ASI_EA","CHN","China","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Male","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","632.05","CA, 11, 97","","","","","","","","","700.41","CA, 16, 97","","","","","","","","","712.21","CA, 21, 97","","","","","","","","","766.98","CA, 26, 97","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_CARDIO","+","Number of deaths attributed to cardiovascular disease","M49_ASI_EA","CHN","China","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Male","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","532.92","CA, 11, 97","","","","","","","","","508.09","CA, 16, 97","","","","","","","","","615.89","CA, 21, 97","","","","","","","","","726.18","CA, 26, 97","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_CARDIO","+","Number of deaths attributed to cardiovascular disease","M49_ASI_EA","CHN","China","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Female","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","440.42","CA, 11, 97","","","","","","","","","446.49","CA, 16, 97","","","","","","","","","538.36","CA, 21, 97","","","","","","","","","649.35","CA, 26, 97","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_CARDIO","+","Number of deaths attributed to cardiovascular disease","M49_ASI_EA","CHN","China","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Both sexes or no breakdown by sex","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","973.34","CA, 11, 97","","","","","","","","","954.58","CA, 16, 97","","","","","","","","","1,154.25","CA, 21, 97","","","","","","","","","1,375.53","CA, 26, 97","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_CRESPD","+","Number of deaths attributed to chronic respiratory disease","M49_ASI_EA","CHN","China","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Both sexes or no breakdown by sex","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","302.51","CA, 11, 97","","","","","","","","","230.82","CA, 16, 97","","","","","","","","","203.87","CA, 21, 97","","","","","","","","","238.73","CA, 26, 97","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_CRESPD","+","Number of deaths attributed to chronic respiratory disease","M49_ASI_EA","CHN","China","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Female","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","132.37","CA, 11, 97","","","","","","","","","104.47","CA, 16, 97","","","","","","","","","88.53","CA, 21, 97","","","","","","","","","104.29","CA, 26, 97","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_CRESPD","+","Number of deaths attributed to chronic respiratory disease","M49_ASI_EA","CHN","China","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Male","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","170.14","CA, 11, 97","","","","","","","","","126.34","CA, 16, 97","","","","","","","","","115.34","CA, 21, 97","","","","","","","","","134.45","CA, 26, 97","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_DIABTS","+","Number of deaths attributed to diabetes","M49_ASI_EA","CHN","China","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Male","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","19.96","CA, 11, 97","","","","","","","","","19.03","CA, 16, 97","","","","","","","","","22.86","CA, 21, 97","","","","","","","","","28.14","CA, 26, 97","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_DIABTS","+","Number of deaths attributed to diabetes","M49_ASI_EA","CHN","China","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Female","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","29.28","CA, 11, 97","","","","","","","","","29.70","CA, 16, 97","","","","","","","","","35.87","CA, 21, 97","","","","","","","","","44.80","CA, 26, 97","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_DIABTS","+","Number of deaths attributed to diabetes","M49_ASI_EA","CHN","China","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Both sexes or no breakdown by sex","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","49.24","CA, 11, 97","","","","","","","","","48.73","CA, 16, 97","","","","","","","","","58.73","CA, 21, 97","","","","","","","","","72.94","CA, 26, 97","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_NCOM","SD","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","M49_ASI_EA","CHN","China","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Both sexes or no breakdown by sex","","Probability","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","22.57","CA, 11, 97","","","","","","","","","20.13","CA, 16, 97","","","","","","","","","19.07","CA, 21, 97","","","","","","","","","18.07","CA, 26, 97","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_NCOM","SD","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","M49_ASI_EA","CHN","China","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Female","","Probability","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","19.32","CA, 11, 97","","","","","","","","","17.34","CA, 16, 97","","","","","","","","","16.10","CA, 21, 97","","","","","","","","","15.15","CA, 26, 97","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_NCOM","SD","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","M49_ASI_EA","CHN","China","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Male","","Probability","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","25.53","CA, 11, 97","","","","","","","","","22.70","CA, 16, 97","","","","","","","","","21.84","CA, 21, 97","","","","","","","","","20.87","CA, 26, 97","",""
"3","3.4","3.4.2","C030402","Suicide mortality rate","SH_STA_SCIDE","SD","Suicide mortality rate","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","11.01","CA, 11, 99","","","","","","","","","9.94","CA, 16, 99","","","","","","","","","9.76","CA, 21, 99","","","","","","","","","10.02","CA, 26, 99","",""
"3","3.4","3.4.2","C030402","Suicide mortality rate","SH_STA_SCIDE","SD","Suicide mortality rate","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","9.61","CA, 11, 99","","","","","","","","","8.57","CA, 16, 99","","","","","","","","","8.37","CA, 21, 99","","","","","","","","","8.67","CA, 26, 99","",""
"3","3.4","3.4.2","C030402","Suicide mortality rate","SH_STA_SCIDE","SD","Suicide mortality rate","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","12.49","CA, 11, 99","","","","","","","","","11.40","CA, 16, 99","","","","","","","","","11.24","CA, 21, 99","","","","","","","","","11.45","CA, 26, 99","",""
"3","3.4","3.4.2","C030402","Suicide mortality rate","SH_STA_SCIDEN","+","Number of deaths attributed to suicide","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","77.63","CA, 11, 98","","","","","","","","","72.70","CA, 16, 98","","","","","","","","","73.55","CA, 21, 98","","","","","","","","","76.84","CA, 26, 98","",""
"3","3.4","3.4.2","C030402","Suicide mortality rate","SH_STA_SCIDEN","+","Number of deaths attributed to suicide","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","63.05","CA, 11, 98","","","","","","","","","57.84","CA, 16, 98","","","","","","","","","58.10","CA, 21, 98","","","","","","","","","61.78","CA, 26, 98","",""
"3","3.4","3.4.2","C030402","Suicide mortality rate","SH_STA_SCIDEN","+","Number of deaths attributed to suicide","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","140.67","CA, 11, 98","","","","","","","","","130.54","CA, 16, 98","","","","","","","","","131.66","CA, 21, 98","","","","","","","","","138.62","CA, 26, 98","",""
"3","3.5","3.5.2","C030502","Harmful use of alcohol, defined according to the national context as alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol","SH_ALC_CONSPT","SD","Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol","M49_ASI_EA","CHN","China","","","","Annual","Not available","15 years old and over","Total (national level)","Both sexes or no breakdown by sex","","Litres pure alcohol","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.80","E, 27, 100"
"3","3.6","3.6.1","C030601","Death rate due to road traffic injuries","SH_STA_TRAF","SD","Death rate due to road traffic injuries","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","18.00","CA, 11, 101","22.00","CA, 12, 101","22.30","CA, 13, 101","21.00","CA, 14, 101","20.70","CA, 15, 101","21.10","CA, 16, 101","21.00","CA, 17, 101","20.60","CA, 18, 101","21.20","CA, 19, 101","20.40","CA, 20, 101","20.20","CA, 21, 101","20.70","CA, 22, 101","19.30","CA, 23, 101","18.80","CA, 24, 101","","","","","",""
"3","3.7","3.7.1","C030701","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","SH_FPL_MTMM","+","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","M49_ASI_EA","CHN","China","","","","Annual","Not available","15 to 49 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.60","C, 12, 102, 213","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_ASI_EA","CHN","China","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","8.00","E, 11, 102","8.00","E, 12, 102","6.03","C, 13, 103","7.00","C, 14, 103","5.98","C, 15, 103","6.99","C, 16, 103","7.00","E, 17, 104","","","","","","","5.93","C, 21, 105","","","","","","","","","","","",""
"3","3.9","3.9.1","C030901","Mortality rate attributed to household and ambient air pollution","SH_AAP_ASMORT","SD","Mortality rate attributed to household and ambient air pollution","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.67","E, 23, 106","","","","","","","",""
"3","3.9","3.9.1","C030901","Mortality rate attributed to household and ambient air pollution","SH_AAP_MORT","SD","Mortality rate attributed to household and ambient air pollution","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.77","E, 23, 106","","","","","","","",""
"3","3.9","3.9.1","C030901","Mortality rate attributed to household and ambient air pollution","SH_HAP_ASMORT","SD","Mortality rate attributed to household and ambient air pollution","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.71","E, 23, 106","","","","","","","",""
"3","3.9","3.9.1","C030901","Mortality rate attributed to household and ambient air pollution","SH_HAP_MORT","SD","Mortality rate attributed to household and ambient air pollution","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107.70","E, 23, 106","","","","","","","",""
"3","3.9","3.9.2","C030902","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)","SH_STA_WASH","SD","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.40","E, 23, 107","","","","","","","",""
"3","3.9","3.9.3","C030903","Mortality rate attributed to unintentional poisoning","SH_STA_POISN","SD","Mortality rate attributed to unintentional poisonings","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","1.78","CA, 11, 108","","","","","","","","","1.58","CA, 16, 108","","","","","","","","","1.59","CA, 21, 108","","","","","","","","","1.62","CA, 26, 108","",""
"3","3.9","3.9.3","C030903","Mortality rate attributed to unintentional poisoning","SH_STA_POISN","SD","Mortality rate attributed to unintentional poisonings","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","1.70","CA, 11, 108","","","","","","","","","1.72","CA, 16, 108","","","","","","","","","1.85","CA, 21, 108","","","","","","","","","1.93","CA, 26, 108","",""
"3","3.9","3.9.3","C030903","Mortality rate attributed to unintentional poisoning","SH_STA_POISN","SD","Mortality rate attributed to unintentional poisonings","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","1.86","CA, 11, 108","","","","","","","","","1.45","CA, 16, 108","","","","","","","","","1.34","CA, 21, 108","","","","","","","","","1.33","CA, 26, 108","",""
"3","3.b","3.b.2","C030b02","Total net official development assistance to medical research and basic health sectors","DC_TOF_HLTHL","SD","Total gross official disbursements for medical research and basic heath sectors, by recipient","M49_ASI_EA","CHN","China","","","","Annual","Other","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Constant USD","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","38.32","NA, 11, 208","33.38","NA, 12, 208","46.39","NA, 13, 209","57.35","NA, 14, 209","55.57","NA, 15, 209","50.79","NA, 16, 209","55.46","NA, 17, 209","100.25","NA, 18, 209","58.08","NA, 19, 209","103.98","NA, 20, 209","116.45","NA, 21, 209","72.07","NA, 22, 209","115.03","NA, 23, 209","92.67","NA, 24, 209","70.74","NA, 25, 209","79.43","NA, 26, 209","",""
